HT_n,HT_RMSE,HT_TP,HT_FN,HT_TN,HT_FP,HT_Sensitivity,HT_Specificity,HT_F1,HT_Accuracy,LT_n,LT_RMSE,LT_TP,LT_FN,LT_TN,LT_FP,LT_Sensitivity,LT_Specificity,LT_F1,LT_Accuracy,CPC_n,CPC_RMSE,CPC_TP,CPC_FN,CPC_TN,CPC_FP,CPC_Sensitivity,CPC_Specificity,CPC_F1,CPC_Accuracy,LC_n,LC_RMSE,LC_TP,LC_FN,LC_TN,LC_FP,LC_Sensitivity,LC_Specificity,LC_F1,LC_Accuracy
48,0.06255562012816007,12,3,18,15,0.8,0.5454545454545454,0.5714285714285714,0.625,48,0.04177680776899338,10,1,27,10,0.9090909090909091,0.7297297297297297,0.6451612903225806,0.7708333333333334,72,0.05909622974902395,18,4,28,22,0.8181818181818182,0.56,0.5806451612903226,0.6388888888888888,24,0.028981398212024077,4,0,17,3,1.0,0.85,0.7272727272727273,0.875
